owner_source,owner_locator,owner_id,owner_requirement,scope,cm_cluster,current_owning_module,current_ui_component,read_path,write_action_path,canonical_producer,api_service,persistence_evidence,authorization_capability,test_evidence,current_result,qualification
overall flow 7(3).docx,"Table 5, row 10 / P09",P09,Downstream Contract pins exact accepted commercial revision,DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 6, row 2 / C01",C01,Generate Contract from controlled AMEC Contract Template,DIRECT,CM02 Controlled Contract template / generation,Contract,ContractSourceIntake / Forms,GET /api/admin/contracts/{id},POST /api/admin/contracts/{id}/documents/upload,MasterContentItem + ContractTemplateSnapshot,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; Content Library tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 6, row 3 / C02",C02,Populate known data from Proposal/Project/Client; AI may assist,DIRECT,CM02 Controlled Contract template / generation,Contract,ContractSourceIntake / Forms,GET /api/admin/contracts/{id},POST /api/admin/contracts/{id}/documents/upload,MasterContentItem + ContractTemplateSnapshot,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; Content Library tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 6, row 4 / C03",C03,Preparer checks AI-generated/populated Contract,DIRECT,CM02 Controlled Contract template / generation,Contract,ContractSourceIntake / Forms,GET /api/admin/contracts/{id},POST /api/admin/contracts/{id}/documents/upload,MasterContentItem + ContractTemplateSnapshot,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; Content Library tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 6, row 5 / C04",C04,Separate maker and checker; preparer cannot bypass reviewer,DIRECT,CM04 Maker / checker / independent review,Contract,Review,GET /api/admin/contracts/{id},POST .../checker,ContractRevision maker_checker,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_CHECKER,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 6, row 6 / C05",C05,Reviewer explicitly reconciles Contract against accepted Proposal,DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 6, row 7 / C06",C06,Executive Manager performs final human review/signature,DIRECT,CM05 Authority / executive review and explicit Contract acceptance,Contract,Review,GET .../{id}/readiness,POST .../authority; POST .../accept,ContractRevision + ContractAcceptance snapshot,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_REVIEW_AUTHORITY / CONTRACT_ACCEPT_AUTHORITY,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 6, row 8 / C07",C07,Client receives signed Contract copy and evidence is retained,DIRECT,CM06 Executed/signed Contract evidence & client delivery,Contract,ContractExecutionHandoff,GET /api/admin/contracts/{id},POST .../executed-evidence; .../client-copy-distribution; .../operations-handoff,DocumentVersion + ContractAdminEvidence,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EXECUTION / CONTRACT_HANDOFF,test_admin_contract_owner_session.py; browser owner hardening,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 6, row 9 / C08",C08,"Amendments create controlled revisions, not silent overwrite",DIRECT,CM03 Contract revision / amendment / history,Contract,ContractExtensionPanel / History,GET /api/admin/contracts/{id}/operations,POST .../extension-requests; .../extension-decisions,ContractRevision + ContractAdminEvidence,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_REVIEW_AUTHORITY,test_admin_contract_owner_session.py; browser owner hardening,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 6, row 10 / C09",C09,Contract approval ≠ Project Activation,DIRECT,CM05 Authority / executive review and explicit Contract acceptance,Contract,Review,GET .../{id}/readiness,POST .../authority; POST .../accept,ContractRevision + ContractAcceptance snapshot,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_REVIEW_AUTHORITY / CONTRACT_ACCEPT_AUTHORITY,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 7, row 2 / O01",O01,Dedicated Operation & Contract management over active projects,DIRECT,CM17 Operational responsibilities / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 7, row 3 / O02",O02,Track Contract/project start and expected end,DIRECT,CM07 Contract terms / schedule / dates,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 7(3).docx,"Table 7, row 4 / O03",O03,Track AMEC project/reference separately from authority IDs,BOUNDARY,CM18 Canonical Project/Contract context,Contract + owning module,Overview / Sources,GET .../{id}/project-context,Owning Project/Client services,canonical Client/Project/Contract,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 7(3).docx,"Table 7, row 5 / O04",O04,Track Owner operating stage such as DC1/DC2,DIRECT,CM08 Operations / delay / exception control,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 7(3).docx,"Table 7, row 6 / O05",O05,Monitor where transaction sits externally and internally,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
